article_url,article_title,article_summary,publish_date,article_authors,timestamp,Category,checked
https://techcrunch.com/2025/12/24/nvidia-acquires-ai-chip-challenger-groq-for-20b-report-says/,Nvidia to license AI chip challenger Groq's tech and hire its CEO,"Nvidia has struck a non-exclusive licensing agreement with AI chip competitor Groq.
As part of the deal, Nvidia will hire Groq founder Jonathan Ross, president Sunny Madra, and other employees.
CNBC reported that Nvidia is acquiring assets from Groq for $20 billion; Nvidia told TechCrunch that this is not an acquisition of the company and did not comment on the scope of the deal.
As tech companies compete to grow their AI capabilities, they need computing power, and Nvidia’s GPUs have emerged as the industry standard.
Groq’s CEO Jonathan Ross is known for this sort of innovation — when he worked for Google, he helped invent the TPU (tensor processing unit), a custom AI accelerator chip.",2025-12-24 00:00:00,['Amanda Silberling'],1766926878.9329228,Computer,
https://techcrunch.com/2025/12/24/waymo-explains-why-its-robotaxis-got-stuck-during-the-sf-blackout/,Waymo explains why its robotaxis got stuck during the SF blackout,"Waymo is shipping a software update to help its robotaxis navigate disabled traffic lights during power outages “more decisively,” the company said Tuesday in a blog post that explains why its self-driving vehicles got stuck at intersections during a blackout in San Francisco this past weekend.
Waymo said the self-driving system in its robotaxis treats dead stop lights as four-way stops, just like humans are supposed to.
That should have allowed the robotaxis to operate normally in spite of the massive outage.
All Waymo robotaxis have the ability to make these confirmation checks.
The software update will add “even more context about regional outages” to the company’s self-driving software.",2025-12-24 00:00:00,"[""Sean O'Kane""]",1766926880.842558,Other,
https://techcrunch.com/2025/12/26/as-people-look-for-ways-to-make-new-friends-here-are-the-apps-promising-to-help/,"As people look for ways to make new friends, here are the apps promising to help","According to estimates from Appfigures, over a dozen local-focused friendship apps have collectively generated approximately $16 million in consumer spending in the U.S. so far this year.
The app sends invitations to nearby public social events, such as wine bars and comedy clubs.
The app is available on the App Store and Google Play Store.
Pie Pie is another one of the newer social apps on the market.
Wyzr Friends Wyzr Friends is an activity-based friendship app designed for adults 40 and older, catering to empty nesters, those who are divorced, and other users seeking to connect with like-minded individuals.",2025-12-26 00:00:00,['Lauren Forristal'],1766926883.0836673,Mobile,
https://techcrunch.com/2025/12/23/frances-postal-and-banking-services-disrupted-by-suspected-ddos-attack/,France's postal and banking services disrupted by suspected DDoS attack,"France’s national postal and banking services were knocked offline by a suspected distributed denial-of-service (DDoS) attack on Monday, according to an announcement by La Poste.
The postal service called the attack “a major network incident” that was disrupting “all of our information systems.” La Poste’s online mail and banking services, website, and mobile app are among the services that are temporarily unavailable, per a machine translation of the announcement, which said customers could still carry out banking and postal transactions in person.
The cyberattack comes as the French government contends with a series of cybersecurity incidents of late, including remote control software found planted on a passenger ferry.
Last week, the French Interior Ministry disclosed a data breach in which hackers broke into email accounts and stole confidential documents, including criminal records.
Shortly after, local authorities announced the arrest of a suspect, a 22-year-old whose name was not divulged.",2025-12-23 00:00:00,['Lorenzo Franceschi-Bicchierai'],1766926885.8206897,Mobile,
https://techcrunch.com/2025/12/24/the-european-startup-markets-data-doesnt-match-its-energy-yet/,The European startup market's data doesn't match its energy — yet,"The excitement for the European startup market was hard to ignore at the annual Slush conference in Helsinki last month.
But the actual data on the state of the region’s venture market shows a different reality.
The upshot: The European market has not recovered from the global venture capital reset that occurred in 2022 and 2023.
Investors poured €43.7 billion ($52.3 billion) into European startups in 2025 across 7,743 deals through the third quarter, according to PitchBook data.
“They seem pretty optimistic on the European market,” Rajan said.",2025-12-24 00:00:00,['Rebecca Szkutak'],1766926887.874044,Other,
https://techcrunch.com/2025/12/26/treat-yourself-the-best-smart-glasses-to-buy-with-your-holiday-gift-money/,Treat yourself: The best smart glasses to buy with your holiday gift money,"This list features smart glasses with and without displays, designed for everyday wear, sports, work, and gaming.
The smart glasses come in many styles, so you can pick a pair based on your personal style.
Viture Luma Pro The Viture Luma Pro glasses offer one of the best displays on smart glasses available right now.
The Xreal One Pro smart glasses come with built-in Bose speakers and 700 nits of brightness, allowing for use in brighter environments.
RayNeo Air 3s The RayNeo Air 3s are a great budget-friendly choice for anyone just getting started with smart glasses.",2025-12-26 00:00:00,['Aisha Malik'],1766926892.6228554,Tech Gadgets,
https://techcrunch.com/2025/12/23/us-insurance-giant-aflac-says-hackers-stole-personal-and-health-data-of-22-6-million-people/,US insurance giant Aflac says hackers stole personal and health data of 22.6 million people,"In June, U.S. insurance giant Aflac disclosed a data breach where hackers stole customers’ personal information, including Social Security numbers and health information, without saying how many victims were affected.
On Tuesday, the company confirmed it has begun notifying around 22.65 million people whose data was stolen during the cyberattack.
In a filing with the Texas attorney general, Aflac said that the stolen data includes customer names, dates of birth, home addresses, government-issued ID numbers (such as passports and state ID cards) and driver’s license numbers, and Social Security numbers, as well as medical and health insurance information.
A spokesperson for Aflac did not respond to TechCrunch’s request for comment.
The company says it has around 50 million customers according to its official website.",2025-12-23 00:00:00,['Lorenzo Franceschi-Bicchierai'],1766926894.5946746,Other,
https://techcrunch.com/2025/12/27/investors-share-what-to-remember-while-raising-a-series-a/,Investors share what to remember while raising a Series A,"The goalposts have moved, the stakes are higher, and investors seem pickier than ever as the AI boom reshapes the industry.
At TechCrunch Disrupt, three investors — Thomas Green of Insight Partners, Moxxie Ventures’ Katie Stanton, and GV’s Sangeen Zeb — broke down what they’ll be looking for in the new year.
They should not take hundreds of millions of dollars.” Beyond metrics, all three investors emphasized founder quality.
Stanton said she is looking for passionate founders who can endure the long journey of building a company.
For AI companies trying to differentiate in a crowded market, Green returns to first principles.",2025-12-27 00:00:00,['Dominic-Madori Davis'],1766926896.4819112,AI,
https://techcrunch.com/2025/12/26/nawares-chemical-free-weed-killer-tech-could-change-how-we-treat-lawns/,Naware's chemical-free weed killer tech could change how we treat lawns,"Naware founder Mark Boysen first tried killing weeds with drones and a 200-watt laser.
Finding a chemical-free way to kill weeds seemed like a solid option.
In a world of agentic AI and billion-dollar software companies, Naware stands out as a classic garage startup story.
Boysen has been bootstrapping Naware for now but said he’ll open its first fundraising round in the coming months.
“I’ve got to deliver the promise that I can kill weeds, and it’s effective.",2025-12-26 00:00:00,"[""Sean O'Kane""]",1766926898.4666405,AI,
https://techcrunch.com/2025/12/27/the-7-top-space-and-defense-tech-startups-from-disrupt-startup-battlefield/,The 7 top space and defense tech startups from Disrupt Startup Battlefield,"Every year, TechCrunch’s Startup Battlefield pitch contest draws thousands of applicants.
Here is the full list of the space and defense tech Startup Battlefield 200 selectees, along with a note on why they landed in the competition.
Why it’s noteworthy: The company’s goal is to use insurability as a springboard to power new forms of credit for the space industry.
Endox What it does: Endox offers AI systems that help inspect and maintain systems and equipment for the U.S. military.
Why it’s noteworthy: Endox is combining its own proprietary data capture systems with robotics tech.",2025-12-27 00:00:00,['Julie Bort'],1766926900.3383052,AI,
https://techcrunch.com/2025/12/22/chatgpt-launches-a-year-end-review-like-spotify-wrapped/,ChatGPT launches a year-end review like Spotify Wrapped,"ChatGPT is releasing its own version of Spotify Wrapped.
Team, Enterprise, or Education accounts will not be able to use the “Your Year with ChatGPT” feature.
Similar to other annual reviews offered by consumer apps, “Your Year with ChatGPT” takes inspiration from the popular year-end look back, Spotify Wrapped.
It will be available on the ChatGPT web app and mobile app for iOS and Android, the company says.
You also can ask ChatGPT directly for “Your Year with ChatGPT” to trigger the experience.",2025-12-22 00:00:00,['Sarah Perez'],1766926902.2201247,Mobile,
https://techcrunch.com/2025/12/27/the-22-top-clean-tech-and-energy-startups-from-disrupt-startup-battlefield/,The 22 top clean tech and energy startups from Disrupt Startup Battlefield,"Here is the full list of the clean tech and energy Startup Battlefield 200 selectees, along with a note on why they landed in the competition.
Why it’s noteworthy: CarbonBridge says its technology is more efficient than other methods to synthesize molecules.
Why it’s noteworthy: The company’s service supports secure automatic charging for EV charging networks, even on legacy hardware.
Why it’s noteworthy: Not only does it auto-detect weeds, but it also uses hot steam to kill them, rather than toxic herbicides.
Whisper Energy What it does: Whisper Energy is developing an AI-native sensor to improve energy efficiency in commercial buildings.",2025-12-27 00:00:00,['Julie Bort'],1766926904.155573,AI,
https://techcrunch.com/2025/12/27/best-apple-watch-apps-for-boosting-your-productivity/,Best Apple Watch apps for boosting your productivity,"Although the Apple Watch comes with simple built-in productivity apps like Reminders and Calendar, it’s worth exploring some third-party apps that are designed to boost productivity by offering additional functionality.
Drafts Since the Apple Watch doesn’t have a Notes app, Drafts is a good app for those who want a digital notepad without a phone.
By using your Apple Watch instead of your phone to stay focused, you can minimize distractions.
AutoSleep AutoSleep is one of the most popular Apple Watch apps for tracking your sleep, and that’s for good reason.
The Apple Watch app has three views that you can choose from.",2025-12-27 00:00:00,['Aisha Malik'],1766926906.037752,Mobile,
https://techcrunch.com/2025/12/24/italy-tells-meta-to-suspend-its-policy-that-bans-rival-ai-chatbots-from-whatsapp/,Italy tells Meta to suspend its policy that bans rival AI chatbots from WhatsApp,"Italy has ordered Meta to suspend its policy that bans companies from using WhatsApp’s business tools to offer their own AI chatbots on the popular chat app.
The policy change, which goes into effect in January, would affect the availability of AI chatbots from the likes of OpenAI, Perplexity, and Poke on the app.
Only AI chatbots like ChatGPT or Claude are prohibited from being distributed via the API.
“The emergence of AI chatbots on our Business API put a strain on our systems that they were not designed to support.
The route to market for AI companies are the app stores themselves, their websites and industry partnerships; not the WhatsApp Business Platform.",2025-12-24 00:00:00,['Ram Iyer'],1766926907.8253512,Mobile,
https://techcrunch.com/2025/12/24/waymo-is-testing-gemini-as-an-in-car-ai-assistant-in-its-robotaxis/,Waymo is testing Gemini as an in-car AI assistant in its robotaxis,"Waymo appears to be testing adding Google’s Gemini AI chatbot to its robotaxis in an effort to integrate an AI assistant that would accompany riders and answer their queries, according to findings by researcher Jane Manchun Wong.
“While digging through Waymo’s mobile app code, I discovered the complete system prompt for its unreleased Gemini integration,” Wong wrote in a blog.
Waymo says it has used Gemini’s “world knowledge” to train its autonomous vehicles to navigate complex, rare, and high-stakes scenarios.
The prompts currently let Gemini access and control in-car features, like the temperature, lighting and music.
Notably absent from the function list are volume control, route changes, seat adjustment, and window control, Wong pointed out.",2025-12-24 00:00:00,['Rebecca Bellan'],1766926909.874328,Mobile,
https://techcrunch.com/2025/12/27/india-startup-funding-hits-11b-in-2025-as-investors-grow-more-selective/,India startup funding hits $11B in 2025 as investors grow more selective,"The number of startup funding rounds fell by nearly 39% from a year earlier, to 1,518 deals, according to Tracxn.
Seed-stage funding fell sharply to $1.1 billion in 2025, down 30% from 2024, as investors cut back on more experimental bets.
Early-stage AI funding totaled $273.3 million, while late-stage rounds raised $260 million, reflecting investor preference for application-led businesses over capital-intensive model development.
India versus the U.S. Data from PitchBook shows a stark divergence in capital deployment between India and the U.S. in 2025.
For investors, India is emerging less as a substitute for developed markets and more as a complementary arena with its own risk profile, timelines, and opportunities.",2025-12-27 00:00:00,['Jagmeet Singh'],1766926911.8803449,AI,
https://techcrunch.com/2025/12/26/how-reality-crushed-ynsect-the-french-startup-that-had-raised-over-600m-for-insect-farming/,"How reality crushed Ÿnsect, the French startup that had raised over $600M for insect farming","Now, nearly four years later, the insect farming company has been placed into judicial liquidation — essentially bankruptcy — for insolvency.
Instead, Ÿnsect focused on producing insect protein for animal feed and pet food, two markets with very different economics and margins that the company never quite chose between.
In a perfect world, insect protein would be fully circular, with insects fed on food waste that would otherwise go to landfill.
But in practice, factory-scale insect production typically ends up relying on cereal by-products that are already usable as animal feed — meaning insect protein just adds an expensive extra step.
By 2023, the company refocused its strategy on pet food and other higher-margin segments, with Hubert citing broader economic pressures.",2025-12-26 00:00:00,['Anna Heim'],1766926913.7463677,Other,
https://techcrunch.com/2025/12/27/faze-clans-future-is-uncertain-after-influencers-depart/,FaZe Clan’s future is uncertain after influencers depart,"Six influencers recently announced that they are leaving esports group FaZe Clan following unsuccessful contract negotiations with new management.
Bloomberg reports that influencers known as Adapt, Jason, Ronaldo, Lacy, Rage, and Silky — the entire roster on the FaZe Clan website — all announced that they are leaving the group.
Kalish plans to continue the group without the departed influencers.
“My best guess is they’re all good kids and have a lot of people in their ear and are confused,” he told Bloomberg.
He also claimed that the group’s current financial structure is “unsustainable.”",2025-12-27 00:00:00,['Anthony Ha'],1766926915.5659363,Other,
https://techcrunch.com/2025/12/23/zoox-issues-software-recall-over-lane-crossings/,Zoox issues software recall over lane crossings,"Amazon-owned Zoox issued a recall Tuesday over concerns its autonomous driving system caused vehicles to cross over the center lane line near intersections or block crosswalks.
The voluntary recall of its software affected 332 vehicles, according to documents filed with the National Highway Traffic Safety Administration (NHTSA).
The company provides free rides to the public in its driverless Zoox vehicles in parts of San Francisco and Las Vegas.
Zoox monitored its data for additional lane crossings near intersections, ultimately identifying 62 instances between August 26 and December 5.
That recall followed a preliminary investigation by NHTSA that was opened after the agency received two reports of motorcyclists colliding with the back of Zoox vehicles.",2025-12-23 00:00:00,['Kirsten Korosec'],1766926917.3700526,Other,
https://techcrunch.com/2025/12/24/apple-pauses-app-store-changes-in-texas-after-court-blocks-age-assurance-law/,Apple pauses app store changes in Texas after court blocks age-assurance law,"The law, SB 2420, or the App Store Accountability Act, would have required app stores, like those run by Apple and Google, to verify user ages and require parental consent for those under 18 to download apps or make purchases.
The ruling was a win for tech giants and a setback to Texas lawmakers, who said the legal fight will continue.
The Texas attorney general’s office noted in a court filing that it plans to appeal the decision, a report from Reuters noted.
Apple had planned to launch new APIs for developers to request parental consent again if their app was significantly updated.
Apple had objected to this law, and similar laws arriving next year in Utah and Louisiana, on the grounds of privacy, not kids’ protection.",2025-12-24 00:00:00,['Sarah Perez'],1766926920.9738567,Mobile,
https://techcrunch.com/2025/12/25/the-best-distraction-blockers-to-jumpstart-your-focus-in-the-new-year/,The best distraction blockers to jump-start your focus in the new year,"The app lets you start a session right away, schedule an upcoming one, or set a recurring one.
While many distraction blockers let you back out or “cheat,” Cold Turkey makes it nearly impossible to stop a block once you start it.
If you don’t trust yourself with gentler distraction blockers, this might be the tool you need to stay focused.
Opal Opal is a focus and screen-time app that blocks distracting apps and websites on iPhone, Android, and desktop.
You can create “focus blocks” — scheduled periods to prevent access to specific apps and websites.",2025-12-25 00:00:00,['Aisha Malik'],1766926922.871912,Computer,
https://techcrunch.com/2025/12/22/uber-and-lyft-to-test-baidu-robotaxis-in-london-next-year-joining-waymo/,"Uber and Lyft to test Baidu robotaxis in London next year, joining Waymo","Uber and Lyft will start testing Baidu’s Apollo Go robotaxis in London in 2026, joining Waymo and local startup Wayve as companies that will have autonomous vehicles in the city next year.
Lyft CEO David Risher said in a post on X and LinkedIn that Lyft will start testing once it receives local regulatory approval.
Uber announced it plans to test the vehicles there next year as part of its own deal with Baidu, which the companies announced in July.
The company said it expects to start testing in the first half of 2026.
The twin London rollouts are the latest in a series of robotaxi tie-ups that have seen Uber and Lyft strike deals with Baidu, Waymo, and many others in order to stand up operations in cities around the world.",2025-12-22 00:00:00,"[""Sean O'Kane""]",1766926924.7293966,Other,
https://techcrunch.com/2025/12/23/hackers-stole-over-2-7-billion-in-crypto-in-2025-data-shows/,"Hackers stole over $2.7B in crypto in 2025, data shows","Cybercriminals stole $2.7 billion in crypto this year, a new record for crypto-stealing hacks, according to blockchain-monitoring firms.
Once again, in 2025, there were dozens of crypto heists hitting several cryptocurrency exchanges and other web3 and decentralized finance (DeFi) projects.
The biggest hack by far was the breach at Dubai-based crypto exchange Bybit, where hackers stole around $1.4 billion in crypto.
Cryptocurrency-monitoring firms Chainalysis and TRM Labs both estimated a total of $2.7 billion stolen in crypto in 2025, per data shared with TechCrunch.
De.Fi, the web3 security firm running the REKT database that tracks crypto thefts, also estimated $2.7 billion in stolen and hacked crypto last year.",2025-12-23 00:00:00,['Lorenzo Franceschi-Bicchierai'],1766926926.6412742,Other,
https://techcrunch.com/2025/12/23/inside-uzbekistans-nationwide-license-plate-surveillance-system/,Inside Uzbekistan's nationwide license plate surveillance system,"We know this because the country’s sprawling license plate-tracking surveillance system has been left exposed to the internet.
Security researcher Anurag Sen, who discovered the security lapse, found the license plate surveillance system exposed online without a password, allowing anyone access to the data within.
Sen said he found the exposed Uzbek license plate surveillance system earlier this month, and shared details of the security lapse with TechCrunch.
The exposure of Uzbekistan’s national license plate reading system is the latest example of a security lapse involving road surveillance cameras.
Exposed license plate readers are not a new phenomena.",2025-12-23 00:00:00,['Zack Whittaker'],1766926928.5037055,Other,
https://techcrunch.com/2025/12/28/why-wetransfer-co-founder-is-building-another-file-transfer-service/,Why WeTransfer co-founder is building another file transfer service,"Nalden, who co-founded the file transfer service WeTransfer in 2009 along with Rinke Visser and Bas Beerens, is not pleased with the company’s direction after the service was acquired by Bending Spoon last year — and he doesn’t mince his words about it.
Post-acquisition, WeTransfer made a confusing move related to transfer link experiences and laid off 75% of its staff.
He realized that he wanted to build an alternative to WeTransfer with the original ethos of the service around simplicity.
You can have 1GB of total space, and upload files of up to 1GB in size with a seven-day expiration.
That will get you 3GB of total space with a file upload limit of 3GB per file.",2025-12-28 00:00:00,['Ivan Mehta'],1766950028.9455273,Other,True
https://techcrunch.com/2025/12/28/mayimflow-wants-to-stop-data-center-leaks-before-they-happen/,MayimFlow wants to stop data center leaks before they happen,"The startup is focused on essentially one task: preventing damaging water leaks.
Data centers use a lot of water, and that water can present a big risk, even if a leak is small.
Founder John Khazraee told TechCrunch that many data centers only have reactive solutions for water leaks.
“I’ve noticed these issues in data centers, and the only solution they had was: ‘when the leak happens, we find out,’” he said in an interview.
Jim Wong, MayimFlow’s chief strategy officer, has spent decades working with data centers.",2025-12-28 00:00:00,"[""Sean O'Kane""]",1766950031.3378637,Other,True
https://techcrunch.com/2025/12/28/the-33-top-health-and-wellness-startups-from-disrupt-startup-battlefield/,The 33 top health and wellness startups from Disrupt Startup Battlefield,"Why it’s noteworthy: Doing more surgeries in a day not only helps patients but also makes more money for the hospitals.
Why it’s noteworthy: The bionic arm is relatively affordable, making it highly accessible within its region.
Why it’s noteworthy: It eliminates the need to manually adjust chair settings, reduces injures, and enhances productivity.
Why it’s noteworthy: Helps bridge the gap created by the shortage of speech therapists.
Why it’s noteworthy: Part of a wave of digital maternal health and postpartum startups.",2025-12-28 00:00:00,['Marina Temkin'],1766950033.8063917,Other,True
https://techcrunch.com/2025/12/28/the-google-pixel-watch-4-made-me-like-smartwatches-again/,The Google Pixel Watch 4 made me like smartwatches again,"This year, I got a chance to test the new Google Pixel Watch 4, which made me feel like I might start wearing smartwatches again.
The Pixel Watch 4 has a curved domed Actua 360 display with thinner bezels as compared to last year’s watch.
The battery life is great on the Pixel Watch 4, even with the smaller size.
Fitness and software I largely used the Google Pixel Watch 4 to track my pickleball sessions and walking.
All in all, the Pixel Watch 4 is one of the best Android smartwatches around.",2025-12-28 00:00:00,['Ivan Mehta'],1766950035.953678,Mobile,True
https://techcrunch.com/2025/12/28/openai-is-looking-for-a-new-head-of-preparedness/,OpenAI is looking for a new Head of Preparedness,"OpenAI is looking to hire a new executive responsible for studying emerging AI-related risks in areas ranging from computer security to mental health.
OpenAI’s listing for the Head of Preparedness role describes the job as one that’s responsible for executing the company’s preparedness framework, “our framework explaining OpenAI’s approach to tracking and preparing for frontier capabilities that create new risks of severe harm.” The company first announced the creation of a preparedness team in 2023, saying it would be responsible for studying potential “catastrophic risks,” whether they were more immediate, like phishing attacks, or more speculative, such as nuclear threats.
Less than a year later, OpenAI reassigned Head of Preparedness Aleksander Madry to a job focused on AI reasoning.
Other safety executives at OpenAI have also left the company or taken on new roles outside of preparedness and safety.
The company also recently updated its Preparedness Framework, stating that it might “adjust” its safety requirements if a competing AI lab releases a “high-risk” model without similar protections.",2025-12-28 00:00:00,['Anthony Ha'],1766950038.520898,Computer,True
